xmin	ymin	xmax	ymax	breed
237	167	368	356	shih-tzu
83	61	370	336	shih-tzu
143	80	499	374	shih-tzu
103	3	320	335	shih-tzu
301	58	490	278	shih-tzu
32	30	413	331	shih-tzu
45	18	438	480	shih-tzu
164	62	431	374	shih-tzu
145	56	346	362	shih-tzu
86	63	498	296	shih-tzu
20	8	396	332	shih-tzu
17	0	357	476	shih-tzu
45	0	446	458	shih-tzu
0	48	332	438	shih-tzu
20	13	323	498	shih-tzu
67	0	429	332	shih-tzu
125	85	317	331	shih-tzu
7	0	319	480	blenheim-spaniel
103	88	355	411	blenheim-spaniel
62	103	313	258	blenheim-spaniel
21	18	91	126	blenheim-spaniel
12	40	297	450	blenheim-spaniel
36	22	141	178	blenheim-spaniel
101	15	386	477	blenheim-spaniel
1	0	293	391	blenheim-spaniel
70	9	638	478	blenheim-spaniel
13	42	308	295	blenheim-spaniel
225	96	499	374	blenheim-spaniel
23	10	366	332	blenheim-spaniel
4	2	397	243	blenheim-spaniel
166	151	306	436	blenheim-spaniel
5	107	280	498	blenheim-spaniel
29	46	470	423	blenheim-spaniel
90	71	385	331	blenheim-spaniel
160	99	288	278	blenheim-spaniel
3	105	91	222	blenheim-spaniel
114	21	214	186	blenheim-spaniel
8	13	140	176	blenheim-spaniel
2	24	499	276	blenheim-spaniel
0	671	937	1657	blenheim-spaniel
28	29	407	365	blenheim-spaniel
105	16	428	396	blenheim-spaniel
0	90	347	283	blenheim-spaniel
15	21	384	343	blenheim-spaniel
18	34	237	152	blenheim-spaniel
201	114	318	229	blenheim-spaniel
11	29	337	280	blenheim-spaniel
34	49	170	203	blenheim-spaniel
59	5	290	210	blenheim-spaniel
69	19	361	349	blenheim-spaniel
216	141	396	332	blenheim-spaniel
10	25	199	284	blenheim-spaniel
89	27	226	262	blenheim-spaniel
3	77	347	374	blenheim-spaniel
11	11	396	291	blenheim-spaniel
3	18	360	419	blenheim-spaniel
0	83	311	309	blenheim-spaniel
142	130	261	367	blenheim-spaniel
4	12	253	177	blenheim-spaniel
18	6	170	172	blenheim-spaniel
87	38	290	219	blenheim-spaniel
21	36	229	254	blenheim-spaniel
0	0	333	374	blenheim-spaniel
0	63	419	191	blenheim-spaniel
2	2	172	279	blenheim-spaniel
226	116	388	334	blenheim-spaniel
15	15	290	249	blenheim-spaniel
148	74	384	227	blenheim-spaniel
0	18	408	255	blenheim-spaniel
15	14	222	191	blenheim-spaniel
14	2	185	169	blenheim-spaniel
1	74	647	648	blenheim-spaniel
125	25	482	310	blenheim-spaniel
138	104	414	374	blenheim-spaniel
31	0	336	457	blenheim-spaniel
8	1	144	231	blenheim-spaniel
2	5	212	216	blenheim-spaniel
99	29	449	333	blenheim-spaniel
47	62	329	288	blenheim-spaniel
54	41	224	252	blenheim-spaniel
5	6	147	149	blenheim-spaniel
14	37	387	258	blenheim-spaniel
0	78	32	176	blenheim-spaniel
101	138	351	441	blenheim-spaniel
19	7	294	392	blenheim-spaniel
156	8	455	262	blenheim-spaniel
0	22	433	331	blenheim-spaniel
19	18	428	509	blenheim-spaniel
33	22	399	298	blenheim-spaniel
121	147	276	323	blenheim-spaniel
142	49	351	332	blenheim-spaniel
16	18	288	200	blenheim-spaniel
74	37	521	390	blenheim-spaniel
41	13	271	256	blenheim-spaniel
15	12	228	295	blenheim-spaniel
158	84	368	374	blenheim-spaniel
171	36	319	243	blenheim-spaniel
113	53	499	374	blenheim-spaniel
38	14	384	340	blenheim-spaniel
84	38	290	337	blenheim-spaniel
4	86	110	218	blenheim-spaniel
170	99	499	374	blenheim-spaniel
2	18	529	276	blenheim-spaniel
201	154	307	341	blenheim-spaniel
43	147	229	374	blenheim-spaniel
73	127	240	429	blenheim-spaniel
111	37	341	282	blenheim-spaniel
60	73	377	260	blenheim-spaniel
30	40	415	319	blenheim-spaniel
236	181	443	317	blenheim-spaniel
32	8	236	249	blenheim-spaniel
120	92	273	334	blenheim-spaniel
10	0	291	408	blenheim-spaniel
25	66	401	387	blenheim-spaniel
258	126	416	300	blenheim-spaniel
149	65	353	296	blenheim-spaniel
93	52	351	239	blenheim-spaniel
37	43	236	177	blenheim-spaniel
27	1	457	399	blenheim-spaniel
150	37	303	259	blenheim-spaniel
74	37	769	1031	blenheim-spaniel
12	15	195	199	blenheim-spaniel
26	17	250	271	blenheim-spaniel
48	10	156	119	blenheim-spaniel
73	58	290	433	blenheim-spaniel
116	83	475	581	blenheim-spaniel
1	5	315	498	blenheim-spaniel
24	16	189	197	blenheim-spaniel
31	292	245	467	blenheim-spaniel
153	46	444	261	blenheim-spaniel
18	16	299	239	blenheim-spaniel
75	63	261	346	blenheim-spaniel
40	208	373	498	blenheim-spaniel
239	0	469	329	blenheim-spaniel
204	199	454	391	blenheim-spaniel
1	15	180	133	blenheim-spaniel
0	1	637	476	blenheim-spaniel
32	9	213	215	blenheim-spaniel
135	205	312	332	blenheim-spaniel
3	13	365	413	blenheim-spaniel
19	81	282	288	blenheim-spaniel
23	19	326	235	blenheim-spaniel
50	58	1579	1655	blenheim-spaniel
161	29	384	282	blenheim-spaniel
4	5	198	193	blenheim-spaniel
61	44	345	275	blenheim-spaniel
1	71	240	371	blenheim-spaniel
29	48	180	207	blenheim-spaniel
1	1	399	299	blenheim-spaniel
164	9	502	384	blenheim-spaniel
10	42	398	484	blenheim-spaniel
0	22	326	287	blenheim-spaniel
65	58	295	333	blenheim-spaniel
183	111	381	320	blenheim-spaniel
0	17	499	254	blenheim-spaniel
27	22	226	285	blenheim-spaniel
20	67	264	215	blenheim-spaniel
27	22	220	226	blenheim-spaniel
0	27	327	399	blenheim-spaniel
13	6	205	193	blenheim-spaniel
199	58	262	132	blenheim-spaniel
78	32	423	307	blenheim-spaniel
138	180	402	356	blenheim-spaniel
177	85	499	373	blenheim-spaniel
207	126	730	598	blenheim-spaniel
7	126	253	305	blenheim-spaniel
0	23	412	267	blenheim-spaniel
33	49	226	257	blenheim-spaniel
3	700	528	1276	blenheim-spaniel
2	93	350	498	blenheim-spaniel
154	66	378	346	blenheim-spaniel
40	17	242	223	blenheim-spaniel
36	0	327	320	blenheim-spaniel
49	10	166	182	blenheim-spaniel
53	7	249	198	blenheim-spaniel
22	83	667	413	blenheim-spaniel
0	162	223	324	blenheim-spaniel
67	58	1212	727	blenheim-spaniel
33	40	298	436	blenheim-spaniel
157	99	291	276	blenheim-spaniel
89	45	289	285	blenheim-spaniel
29	29	162	257	blenheim-spaniel
62	73	246	334	blenheim-spaniel
24	40	192	272	blenheim-spaniel
11	14	398	286	blenheim-spaniel
24	20	465	355	blenheim-spaniel
30	37	164	165	blenheim-spaniel
33	68	447	266	blenheim-spaniel
45	63	414	291	blenheim-spaniel
1	19	866	766	blenheim-spaniel
40	210	287	369	blenheim-spaniel
8	48	248	225	blenheim-spaniel
3	7	457	502	blenheim-spaniel
1	19	247	222	blenheim-spaniel
85	58	374	433	blenheim-spaniel
122	52	372	436	blenheim-spaniel
83	41	445	327	blenheim-spaniel
15	8	222	249	blenheim-spaniel
82	40	320	367	blenheim-spaniel
125	69	211	213	blenheim-spaniel
59	49	221	179	blenheim-spaniel
64	45	202	286	blenheim-spaniel
0	0	458	332	blenheim-spaniel
65	22	697	640	blenheim-spaniel
0	13	551	548	blenheim-spaniel
20	66	473	317	papillon
41	4	499	374	papillon
27	27	221	399	papillon
34	41	273	231	papillon
1	0	440	321	papillon
0	25	357	441	papillon
135	221	373	498	papillon
16	26	272	497	papillon
48	2	398	491	papillon
335	58	422	115	papillon
36	14	370	387	papillon
0	0	504	452	papillon
139	52	422	272	papillon
45	185	280	495	papillon
81	47	445	217	papillon
6	1	301	488	papillon
7	2	189	183	papillon
11	17	195	202	papillon
115	22	389	456	papillon
137	23	380	313	papillon
47	81	311	476	papillon
73	36	480	397	papillon
78	61	301	457	papillon
9	1	234	207	papillon
277	84	499	345	papillon
1	8	230	245	papillon
32	29	485	338	papillon
38	2	443	428	papillon
10	3	179	149	papillon
198	129	412	332	papillon
8	5	301	370	papillon
8	1	331	435	papillon
167	199	326	343	papillon
35	31	469	262	papillon
205	113	426	250	papillon
0	0	246	438	papillon
12	41	385	492	papillon
58	9	288	393	papillon
19	147	155	249	papillon
17	27	218	247	papillon
8	11	229	296	papillon
76	1	489	357	papillon
68	31	360	352	papillon
0	1	329	483	papillon
26	13	445	332	papillon
18	97	267	407	papillon
88	16	483	373	papillon
173	70	499	282	papillon
79	40	465	326	papillon
66	21	380	332	papillon
66	31	387	475	papillon
55	27	239	204	papillon
172	77	330	415	papillon
29	0	365	413	papillon
50	82	331	488	papillon
0	6	324	498	papillon
39	14	305	424	papillon
21	96	397	279	papillon
9	41	320	349	papillon
32	30	295	477	papillon
57	0	499	332	papillon
42	16	499	356	papillon
94	29	403	323	papillon
17	138	245	498	papillon
88	28	446	337	papillon
0	87	307	476	papillon
52	0	328	493	papillon
65	42	419	312	papillon
0	0	419	356	papillon
39	19	499	333	papillon
8	2	459	332	papillon
214	13	368	270	papillon
3	0	230	358	papillon
15	1	249	374	papillon
65	0	445	399	papillon
114	63	329	309	papillon
10	28	400	498	papillon
2	13	397	498	papillon
34	0	494	365	papillon
17	60	331	498	papillon
185	12	499	337	papillon
105	61	425	332	papillon
0	35	291	498	papillon
160	165	281	343	papillon
112	52	354	363	papillon
13	30	298	487	papillon
53	0	452	399	papillon
23	8	235	295	papillon
0	19	239	172	papillon
60	78	308	456	papillon
63	30	210	306	papillon
7	87	270	458	papillon
31	27	368	355	papillon
98	21	445	348	papillon
0	0	484	498	papillon
26	84	413	332	papillon
0	72	331	498	papillon
13	10	233	221	papillon
141	8	392	331	papillon
6	132	400	334	papillon
0	28	327	498	papillon
7	2	498	397	papillon
2	13	196	199	papillon
22	0	190	266	papillon
29	53	355	290	papillon
0	110	358	480	papillon
0	0	466	374	papillon
39	34	499	332	papillon
231	90	358	331	papillon
22	46	243	294	papillon
221	73	433	316	papillon
11	8	338	323	papillon
122	2	423	319	papillon
57	2	155	195	papillon
86	0	418	373	papillon
164	91	431	277	papillon
0	0	205	187	papillon
206	57	499	318	papillon
125	42	399	309	papillon
0	1	354	497	papillon
35	23	446	368	papillon
41	1	432	347	papillon
449	397	873	697	papillon
52	7	356	425	papillon
21	5	444	356	papillon
23	4	232	217	papillon
231	138	458	332	papillon
94	2	497	327	papillon
86	36	453	328	papillon
220	40	499	374	papillon
26	26	214	242	papillon
45	26	378	343	papillon
21	2	398	498	papillon
48	2	394	281	papillon
66	90	366	498	papillon
260	55	430	332	papillon
36	18	464	389	papillon
31	38	388	450	papillon
34	0	266	299	papillon
128	72	346	374	papillon
111	28	354	308	papillon
61	224	247	346	papillon
67	72	317	450	papillon
46	40	365	470	papillon
0	75	319	498	papillon
78	23	445	296	papillon
221	37	484	318	papillon
0	24	288	291	papillon
38	30	338	477	papillon
2	41	297	498	papillon
88	122	335	413	papillon
27	22	481	399	papillon
97	43	384	251	papillon
317	0	499	373	papillon
86	49	410	306	papillon
16	10	244	125	papillon
0	25	469	332	papillon
0	14	217	187	papillon
53	28	345	294	papillon
73	23	485	399	papillon
176	0	445	374	papillon
0	86	243	498	papillon
134	0	378	329	papillon
20	2	391	498	papillon
50	46	158	175	papillon
48	42	351	279	papillon
19	2	468	350	papillon
16	21	256	188	papillon
26	58	297	476	papillon
30	36	367	440	papillon
0	15	179	230	papillon
197	194	337	330	papillon
174	115	375	228	papillon
150	1	452	372	papillon
126	196	376	418	papillon
13	26	287	300	papillon
17	62	295	498	papillon
91	73	303	438	papillon
5	47	444	284	papillon
78	49	498	348	papillon
19	17	230	188	papillon
74	117	296	332	papillon
1	2	330	498	papillon
119	0	307	304	papillon
114	18	342	297	papillon
49	24	245	201	papillon
93	0	476	333	papillon
52	42	336	318	papillon
23	12	329	233	papillon
100	20	421	336	papillon
100	60	471	327	papillon
79	0	491	423	papillon
21	24	478	284	papillon
10	26	334	286	papillon
201	87	370	236	papillon
45	25	316	345	papillon
103	1	303	369	toy-terrier
91	86	410	418	toy-terrier
28	11	219	448	toy-terrier
16	16	232	325	toy-terrier
106	11	275	331	toy-terrier
215	100	369	374	toy-terrier
137	9	385	332	toy-terrier
35	3	232	345	toy-terrier
202	63	358	272	toy-terrier
130	3	389	331	toy-terrier
42	45	309	498	toy-terrier
39	27	208	222	toy-terrier
9	4	209	191	toy-terrier
113	48	367	262	toy-terrier
86	193	182	411	toy-terrier
189	19	385	374	toy-terrier
23	23	485	337	toy-terrier
170	64	499	280	toy-terrier
60	90	267	345	toy-terrier
36	0	288	498	toy-terrier
186	47	434	310	toy-terrier
191	17	382	332	toy-terrier
61	30	338	401	toy-terrier
42	24	227	379	toy-terrier
14	31	218	156	toy-terrier
58	36	238	480	toy-terrier
91	1	499	374	toy-terrier
1	2	300	498	toy-terrier
212	143	276	238	toy-terrier
0	0	333	331	toy-terrier
55	67	315	498	toy-terrier
314	100	418	224	toy-terrier
16	1	185	169	toy-terrier
23	20	306	490	toy-terrier
125	0	356	498	toy-terrier
82	75	421	310	toy-terrier
210	70	419	226	toy-terrier
28	14	237	209	toy-terrier
154	15	322	302	toy-terrier
183	53	279	226	toy-terrier
20	2	196	205	toy-terrier
111	14	392	374	toy-terrier
301	0	418	266	toy-terrier
41	21	455	310	toy-terrier
15	14	436	359	toy-terrier
53	20	425	361	toy-terrier
0	1	358	374	toy-terrier
43	21	228	496	toy-terrier
65	0	377	374	toy-terrier
190	65	370	332	toy-terrier
71	36	499	332	toy-terrier
72	39	410	310	toy-terrier
48	13	244	373	toy-terrier
62	16	290	487	toy-terrier
12	0	480	372	toy-terrier
37	96	331	498	toy-terrier
201	48	393	327	toy-terrier
93	16	404	384	toy-terrier
158	101	262	358	toy-terrier
10	1	231	278	toy-terrier
0	85	306	498	toy-terrier
22	18	328	464	toy-terrier
3	7	336	356	toy-terrier
68	17	396	374	toy-terrier
21	11	175	182	toy-terrier
133	109	316	235	toy-terrier
25	8	236	335	toy-terrier
105	120	280	447	toy-terrier
170	0	499	276	toy-terrier
81	0	316	428	toy-terrier
108	56	301	307	toy-terrier
73	58	172	301	toy-terrier
158	24	317	331	toy-terrier
123	37	347	323	toy-terrier
68	73	320	472	toy-terrier
90	16	495	332	toy-terrier
221	23	450	374	toy-terrier
175	30	349	342	toy-terrier
29	28	262	411	toy-terrier
46	21	367	492	toy-terrier
114	74	359	374	toy-terrier
0	19	262	360	toy-terrier
68	0	249	360	toy-terrier
85	32	403	343	toy-terrier
31	50	285	392	toy-terrier
75	97	376	412	toy-terrier
276	14	473	319	toy-terrier
6	16	276	352	toy-terrier
52	40	305	435	toy-terrier
0	8	467	312	toy-terrier
102	64	499	374	toy-terrier
215	0	316	227	toy-terrier
136	37	307	240	toy-terrier
140	228	333	486	toy-terrier
35	14	319	393	toy-terrier
29	0	307	312	toy-terrier
40	75	278	496	toy-terrier
265	55	472	233	toy-terrier
87	36	302	237	toy-terrier
57	12	335	485	toy-terrier
9	16	244	124	toy-terrier
0	15	413	374	toy-terrier
158	76	316	292	toy-terrier
8	12	265	340	toy-terrier
8	16	309	280	toy-terrier
36	57	332	498	toy-terrier
28	1	331	477	toy-terrier
0	18	249	462	toy-terrier
36	0	362	498	toy-terrier
34	1	180	219	toy-terrier
249	104	499	276	toy-terrier
249	64	402	301	toy-terrier
190	54	383	298	toy-terrier
0	39	456	471	toy-terrier
153	43	357	374	toy-terrier
0	60	305	493	toy-terrier
201	0	437	374	toy-terrier
15	46	321	375	toy-terrier
118	76	247	338	toy-terrier
19	18	430	302	toy-terrier
13	23	300	383	toy-terrier
5	42	331	442	toy-terrier
95	150	412	498	toy-terrier
53	33	420	470	toy-terrier
158	12	453	332	toy-terrier
53	9	172	198	toy-terrier
20	81	373	270	toy-terrier
96	156	224	374	toy-terrier
233	37	416	374	toy-terrier
146	1	354	328	toy-terrier
75	66	328	278	toy-terrier
35	15	546	604	toy-terrier
45	28	292	475	toy-terrier
154	107	346	315	toy-terrier
168	59	360	305	toy-terrier
46	21	192	327	toy-terrier
50	40	211	269	toy-terrier
0	1	357	374	toy-terrier
24	2	297	325	toy-terrier
189	34	291	285	toy-terrier
61	0	499	374	toy-terrier
10	96	357	498	toy-terrier
176	37	382	331	toy-terrier
127	74	291	374	toy-terrier
76	42	209	306	toy-terrier
123	83	304	374	toy-terrier
60	32	243	264	toy-terrier
98	1	438	373	toy-terrier
25	36	254	475	toy-terrier
131	31	380	281	toy-terrier
208	39	329	374	toy-terrier
201	116	259	231	toy-terrier
53	40	401	498	toy-terrier
102	64	376	349	toy-terrier
23	77	157	338	toy-terrier
7	38	331	462	toy-terrier
112	48	300	337	toy-terrier
0	9	120	228	toy-terrier
1001	340	1403	1034	toy-terrier
145	70	319	270	toy-terrier
86	82	944	1330	toy-terrier
147	69	337	246	toy-terrier
76	8	344	419	toy-terrier
31	43	371	408	toy-terrier
65	17	449	367	toy-terrier
230	37	445	288	toy-terrier
108	55	396	330	toy-terrier
52	0	399	370	toy-terrier
182	50	325	350	toy-terrier
165	26	395	332	toy-terrier
31	24	279	230	toy-terrier
0	0	367	374	toy-terrier
121	39	240	200	rhodesian-ridgeback
157	180	190	239	rhodesian-ridgeback
106	67	198	290	rhodesian-ridgeback
46	77	262	487	rhodesian-ridgeback
27	114	355	261	rhodesian-ridgeback
110	87	345	332	rhodesian-ridgeback
7	13	356	292	rhodesian-ridgeback
92	122	358	236	rhodesian-ridgeback
3	6	297	127	rhodesian-ridgeback
125	111	405	298	rhodesian-ridgeback
123	45	321	481	rhodesian-ridgeback
180	139	376	332	rhodesian-ridgeback
30	66	497	498	rhodesian-ridgeback
231	125	481	428	rhodesian-ridgeback
0	67	317	441	rhodesian-ridgeback
125	16	350	374	rhodesian-ridgeback
0	0	380	332	rhodesian-ridgeback
75	54	383	230	rhodesian-ridgeback
124	32	478	374	rhodesian-ridgeback
165	260	434	490	rhodesian-ridgeback
13	138	176	267	rhodesian-ridgeback
112	39	192	153	rhodesian-ridgeback
83	270	167	442	rhodesian-ridgeback
68	149	269	438	rhodesian-ridgeback
47	67	499	374	rhodesian-ridgeback
2	46	496	300	rhodesian-ridgeback
170	36	466	224	rhodesian-ridgeback
0	107	241	382	rhodesian-ridgeback
23	32	233	236	rhodesian-ridgeback
168	100	401	331	rhodesian-ridgeback
24	132	135	280	rhodesian-ridgeback
0	47	377	197	rhodesian-ridgeback
74	163	272	298	rhodesian-ridgeback
203	52	283	219	rhodesian-ridgeback
150	66	420	279	rhodesian-ridgeback
0	77	448	372	rhodesian-ridgeback
48	18	413	388	rhodesian-ridgeback
15	34	491	405	rhodesian-ridgeback
145	188	332	265	rhodesian-ridgeback
255	0	356	106	rhodesian-ridgeback
33	50	195	275	rhodesian-ridgeback
166	128	483	725	rhodesian-ridgeback
155	118	235	390	rhodesian-ridgeback
3	6	186	162	rhodesian-ridgeback
9	27	582	464	rhodesian-ridgeback
21	41	499	373	rhodesian-ridgeback
205	33	413	332	rhodesian-ridgeback
146	57	488	247	rhodesian-ridgeback
0	18	353	332	rhodesian-ridgeback
38	66	406	362	rhodesian-ridgeback
0	33	339	274	rhodesian-ridgeback
0	23	395	238	rhodesian-ridgeback
131	33	428	356	rhodesian-ridgeback
228	178	327	351	rhodesian-ridgeback
373	63	499	210	rhodesian-ridgeback
36	146	353	306	rhodesian-ridgeback
6	1	168	203	rhodesian-ridgeback
118	16	315	328	rhodesian-ridgeback
133	37	381	292	rhodesian-ridgeback
14	41	192	206	rhodesian-ridgeback
127	131	255	438	rhodesian-ridgeback
160	184	311	356	rhodesian-ridgeback
21	35	326	319	rhodesian-ridgeback
222	144	394	374	rhodesian-ridgeback
193	111	377	307	rhodesian-ridgeback
86	90	266	476	rhodesian-ridgeback
1	2	197	199	rhodesian-ridgeback
0	11	337	476	rhodesian-ridgeback
347	99	467	229	rhodesian-ridgeback
13	8	298	202	rhodesian-ridgeback
268	94	391	332	rhodesian-ridgeback
0	63	273	498	rhodesian-ridgeback
43	10	402	451	rhodesian-ridgeback
45	78	433	312	rhodesian-ridgeback
114	222	542	722	rhodesian-ridgeback
202	142	1189	1181	rhodesian-ridgeback
184	173	285	273	rhodesian-ridgeback
27	11	350	374	rhodesian-ridgeback
39	6	175	208	rhodesian-ridgeback
165	137	346	287	rhodesian-ridgeback
31	46	140	303	rhodesian-ridgeback
186	1	344	359	rhodesian-ridgeback
42	0	310	261	rhodesian-ridgeback
0	75	493	287	rhodesian-ridgeback
62	152	119	270	rhodesian-ridgeback
175	21	478	254	rhodesian-ridgeback
26	93	200	438	rhodesian-ridgeback
96	196	342	411	rhodesian-ridgeback
127	162	499	356	rhodesian-ridgeback
95	43	345	193	rhodesian-ridgeback
208	108	499	333	rhodesian-ridgeback
102	32	499	332	rhodesian-ridgeback
0	39	706	598	rhodesian-ridgeback
81	50	491	372	rhodesian-ridgeback
62	75	338	291	rhodesian-ridgeback
20	49	372	303	rhodesian-ridgeback
46	103	345	371	rhodesian-ridgeback
176	164	348	374	rhodesian-ridgeback
0	7	399	195	rhodesian-ridgeback
197	137	300	239	rhodesian-ridgeback
188	91	424	245	rhodesian-ridgeback
117	18	316	473	rhodesian-ridgeback
190	30	404	340	rhodesian-ridgeback
30	21	233	180	rhodesian-ridgeback
48	5	173	151	rhodesian-ridgeback
160	295	334	645	rhodesian-ridgeback
72	25	428	339	rhodesian-ridgeback
3	106	357	480	rhodesian-ridgeback
0	16	170	132	rhodesian-ridgeback
173	41	336	331	rhodesian-ridgeback
185	145	315	374	rhodesian-ridgeback
239	93	293	226	rhodesian-ridgeback
181	53	409	229	rhodesian-ridgeback
123	73	400	259	rhodesian-ridgeback
23	63	332	497	rhodesian-ridgeback
68	242	300	425	rhodesian-ridgeback
105	144	242	286	rhodesian-ridgeback
111	49	256	313	rhodesian-ridgeback
200	61	383	359	rhodesian-ridgeback
0	48	258	283	rhodesian-ridgeback
1	45	392	374	rhodesian-ridgeback
57	41	331	485	rhodesian-ridgeback
227	116	403	307	rhodesian-ridgeback
90	169	414	440	rhodesian-ridgeback
8	7	194	199	rhodesian-ridgeback
115	123	407	317	rhodesian-ridgeback
99	80	373	316	rhodesian-ridgeback
227	104	396	268	rhodesian-ridgeback
1	121	323	497	rhodesian-ridgeback
106	109	386	374	rhodesian-ridgeback
105	21	217	226	rhodesian-ridgeback
57	38	516	423	rhodesian-ridgeback
61	91	324	498	rhodesian-ridgeback
20	1	329	498	rhodesian-ridgeback
154	79	499	374	rhodesian-ridgeback
1	32	163	199	rhodesian-ridgeback
324	16	499	229	rhodesian-ridgeback
190	23	498	385	rhodesian-ridgeback
70	28	149	134	rhodesian-ridgeback
36	36	457	424	rhodesian-ridgeback
16	48	262	468	rhodesian-ridgeback
78	7	300	498	rhodesian-ridgeback
10	66	287	432	rhodesian-ridgeback
24	84	300	249	rhodesian-ridgeback
87	37	228	332	rhodesian-ridgeback
53	95	301	232	rhodesian-ridgeback
159	118	246	305	rhodesian-ridgeback
37	55	341	332	rhodesian-ridgeback
118	80	331	467	rhodesian-ridgeback
0	106	297	331	rhodesian-ridgeback
2	0	140	230	rhodesian-ridgeback
1	44	189	334	rhodesian-ridgeback
143	64	278	315	rhodesian-ridgeback
5	17	176	216	rhodesian-ridgeback
23	1	498	319	rhodesian-ridgeback
32	70	334	196	rhodesian-ridgeback
32	47	254	336	rhodesian-ridgeback
34	51	374	241	rhodesian-ridgeback
55	119	230	465	rhodesian-ridgeback
178	138	292	278	rhodesian-ridgeback
46	98	146	234	rhodesian-ridgeback
60	0	329	498	rhodesian-ridgeback
121	141	499	332	rhodesian-ridgeback
83	40	499	374	rhodesian-ridgeback
88	76	269	313	rhodesian-ridgeback
0	3	104	99	rhodesian-ridgeback
142	67	810	729	rhodesian-ridgeback
92	15	315	303	rhodesian-ridgeback
37	66	472	386	rhodesian-ridgeback
